,real_target,Prediction
2671,septo-optic dysplasia : causes,[{'summary_text': 'septo-optic dysplasia . causes include a defect of normal embryological development . cause of recurrence : causes'}]
2672,acinar cell carcinoma of the pancreas : symptoms,[{'summary_text': 'the disease is more common in men than in women . symptoms include arthralgia and subcutaneous nodules . the symptoms are often non-specific .'}]
2673,aphthous stomatitis : general,[{'summary_text': 'aphthous stomatitis . he says he describes symptoms as symptomatic . ulcer : symptoms'}]
2674,traumatic brain injury : prevention,[{'summary_text': 'tbi : prevention / prevention - prevention : treatments . socioeconomic factors factors : interventions / interventions : treatment'}]
2675,jealousy : general,[{'summary_text': 'jealousy : physiology : causes : symptoms : treatments : general  physiologic syndrome : definitions'}]
2676,lymphocytopenia : diagnosis,[{'summary_text': 'lymphocytopenia . diagnosis : diagnosis . physiology of lymphocytic fibromyalgia'}]
2677,postpartum bleeding : symptoms,"[{'summary_text': 'tachycardia, postural hypotension . symptoms of shock . physiology : symptoms . diagnosis : treatments'}]"
2678,kleine–levin syndrome : treatments,[{'summary_text': 'kleine-levin syndrome : treatments physiology . ephemeral symbiosis : therapies'}]
2679,status epilepticus : general,[{'summary_text': 'status epilepticus : general . general : physiology - general ; general - physiologies -general : général . général'}]
2680,toxocariasis : treatments,[{'summary_text': 'visceral toxocariasis in humans . hepatitis b : treatments . treatments : treatment'}]
2681,diastasis symphysis pubis : treatments,"[{'summary_text': 'bed rest, anti inflammatory agents, physiotherapy and a pelvic corset . treatments include abrasion and physiology .'}]"
2682,cellulitis : treatments,[{'summary_text': 'co-existent cellulitis . antibiotics : treatments physiology . treatments : therapies . dermatologists .'}]
2683,familial mediterranean fever : diagnosis,[{'summary_text': 'fmf attacks : diagnosis physiology : diagnostic physiologies - diagnosis . socioeconomics: diagnosis'}]
2684,minimal change disease : treatments,"[{'summary_text': 'nephrotic syndrome : treatments physiology - treatments - physiotherapy - treatment . treatments: treatments, treatments, treatment'}]"
2685,periodontal disease : prevention,[{'summary_text': 'periodontal disease : prevention : treatments : interventions . experts : strategies to cure psoriasis - treatments'}]
2686,tricuspid valve stenosis : diagnosis,[{'summary_text': 'diastolic heart murmur - s1 - can be heard during auscultation . stenotic valve : diagnosis'}]
2687,hypospadias : general,[{'summary_text': 'hypospadias : physiology : symptoms : causes . socio-economic status of affluent sclerosis : diagnosis'}]
2688,paronychia : diagnosis,[{'summary_text': 'chronic paronychia : physiology : causes . splinter ophthalmology : symptoms'}]
2689,pyruvate dehydrogenase deficiency : diagnosis,[{'summary_text': 'pyruvate dehydrogenase deficiency . diagnosis can include d-lactic acidosis or gluconeogenesis .'}]
2690,tinnitus : symptoms,[{'summary_text': 'tinnitus : physiology : symptoms : causes . socioeconomic status : perception - causes'}]
2691,neuromyelitis optica : diagnosis,"[{'summary_text': ""devic's disease . diagnosis requires two absolute criteria plus at least two of three supportive criteria . ms at disease onset spinal cord : diagnosis""}]"
2692,peroxisomal disorder : general,"[{'summary_text': 'peroxisomal disorders : physiology : causes physiologic : symptoms : treatments : diagnosis . sociology, sociology'}]"
2693,scoliosis : causes,[{'summary_text': 'adolescent idiopathic scoliosis . he says he explains why he has inherited a spinal column . histopathology'}]
2694,acute monocytic leukemia : diagnosis,[{'summary_text': 'acute monoblastic leukemia : physiology : diagnosis : treatments : diagnostics . socio-economics'}]
2695,adiposis dolorosa : physiology,[{'summary_text': 'this disease . there are currently no known mechanisms for it . the u.s. government is investigating the cause of the illness . a spokesman said there is no evidence that there is a cure .'}]
2696,coarctation of the aorta : treatments,"[{'summary_text': 'coarctation repair : symptoms : treatments : causes . experts : physiology, physiologie : diagnosis'}]"
2697,salla disease : general,[{'summary_text': 'salla disease . symbiosis : general . san francisco-based disease - general'}]
2698,endocrine disease : general,[{'summary_text': 'endocrine diseases . general general . symbiosis : symptoms . symptoms : general physiology'}]
2699,hookworm infection : diagnosis,[{'summary_text': 'hookworm infection : diagnosis : treatments . experts : diagnose physiology : diagnostics : prevention : interventions : treatment'}]
2700,central nervous system disease : treatments,[{'summary_text': 'central nervous system disease . treatments can range from surgery to neuroplasticitytreatment of brain damage . medications can be prescribed to patients .'}]
2701,chronic kidney disease-mineral and bone disorder : general,[{'summary_text': 'chronic kidney disease–mineral and bone disorder . he says ckd-mbd is a systemic disorder of mineral and bone metabolism .'}]
2702,dumping syndrome : diagnosis,[{'summary_text': 'duodenum syndrome . diagnosis of disease : diagnoses : diagnosis : diagnostics . dumping syndrome - diagnosis'}]
2703,conduction aphasia : causes,[{'summary_text': 'conduction aphasia : physiology - Physiology : causes physiologic : treatments : symptoms'}]
2704,argininemia : symptoms,[{'summary_text': 'arginininemia : physiology : causes . symptoms : symptoms . symbiosis .'}]
2705,lacrimal canaliculi : general,[{'summary_text': 'lacrimal canaliculi : physiology - Physiology : general physiologie - general : général physiologic'}]
2706,optic nerve hypoplasia : symptoms,[{'summary_text': 'onh : physiology : diagnosis : treatments . psychiatric dysplasia : symptoms'}]
2707,follicular dendritic cell sarcoma : treatments,[{'summary_text': 'follicular dendritic cell sarcoma . he says chemotherapeutic therapy : physiology'}]
2708,type iv hypersensitivity : general,[{'summary_text': 'type iv hypersensitivity : physiology - physiologies : causes . sociology : responses'}]
2709,hypophysitis : general,[{'summary_text': 'hypophysitis . symbiosis : general physiology . general sclerosis . global epidemiology'}]
2710,tick-borne encephalitis : symptoms,"[{'summary_text': 'fever, malaise, headache, nausea, vomiting and myalgias . the disease varies from 72–87% of patients .'}]"
2711,absence seizure : diagnosis,[{'summary_text': 'absence seizure : diagnostic physiology : diagnosis . physiologic ephemeral syndrome : symptoms'}]
2712,lymphoma : diagnosis,[{'summary_text': 'non-hodgkin lymphoma . hepatosplenomegaly with liver metastasis .'}]
2713,dehydration : causes,[{'summary_text': 'dehydration : physiology - causes : causes physiologic . physiotherapy – causes – physiological diagnosis'}]
2714,anterior compartment syndrome : diagnosis,[{'summary_text': 'anterior compartment syndrome : treatments . apneasis : treatment physiology - treatment - physiotherapy'}]
2715,morquio syndrome : treatments,"[{'summary_text': 'morquio syndrome . treatment consists of prenatal diagnosis|prenatal identification . currently, there is no treatment for type b .'}]"
2716,ankylosing spondylitis : diagnosis,[{'summary_text': 'axial ankylosing spondylitis . diagnosis based on diagnosis of sacroiliac joint . physiology : diagnosis'}]
2717,hypothermia : symptoms,[{'summary_text': 'hypothermia : physiology / symptoms : symptoms / treatments : causes . socioeconomic factors factors'}]
2718,closed-head injury : symptoms,[{'summary_text': 'traumatic brain injury : diagnose & treat physiology : treatments physiologique : symptoms . physiologic syndrome : diagnosis'}]
2719,genu valgum : treatments,[{'summary_text': 'genu valgum . he says physiology - treatments - is a symptom . treatments : treatments'}]
2720,x-linked ichthyosis : treatments,[{'summary_text': 'xli : treatments physiology : treatment . dermatologists et al. coli : therapies'}]
2721,hyperaldosteronism : treatments,[{'summary_text': 'spironolactone . a syringe-like diuretic . it works by acting as an aldosterone antagonist .'}]
2722,keratoconjunctivitis : general,[{'summary_text': 'keratoconjunctivitis : physiology : causes . san francisco : symptoms'}]
2723,sarcopenia : physiology,[{'summary_text': 'sarcopenia : physiology : treatments physiologique . physiologic sclerosis : causes'}]
2724,granuloma annulare : diagnosis,[{'summary_text': 'granuloma annulare : types . generalized granularome annulare: physiology : general'}]
2725,stanford–binet intelligence scales : general,"[{'summary_text': 'stanford–binet . tests based on cognitive ability and intelligence . test originated in france, then was revised in the united states .'}]"
2726,food allergy : physiology,[{'summary_text': 'allergic reaction : physiology : causes physiologic : mechanisms physiologique . physiologetic syndrome : symptoms'}]
2727,ochronosis : symptoms,[{'summary_text': 'exogenous ochronosis . hepatitis : physiology : diagnosis . diagnosis: diagnosis'}]
2728,lesch–nyhan syndrome : treatments,[{'summary_text': 'lesch–nyhan syndrome : treatments physiology : treatment physiologies - treatments : interventions . socio-economic factors'}]
2729,pelvic inflammatory disease : symptoms,[{'summary_text': 'pid symptoms : symptoms . physiologic sclerosis : physiology - symptoms - may be symptomatic'}]
2730,polymicrogyria : general,[{'summary_text': 'polymicrogyria . causes : physiology . symptoms : treatments  physiologic sclerosis : symptoms'}]
2731,ingrown nail : treatments,[{'summary_text': 'ingrown toenail : treatments physiology : treatment physiologies - treatments : interventions . sociology – treatments'}]
2732,serum sickness : symptoms,[{'summary_text': 'rashes itching joint pain . symptoms can take as long as 14 days after exposure . rash lymphadenopathy : symptoms'}]
2733,hyperpigmentation : causes,[{'summary_text': 'melasma : physiology : causes physiologic : treatments : symptoms : diagnostic  socio-economics'}]
2734,paraplegia : general,[{'summary_text': 'paraplegia . ionic greek : physiology . amputation : symptoms : causes'}]
2735,median arcuate ligament syndrome : physiology,[{'summary_text': 'div class : physiology - physiologie . biologism : causes . causes : cause'}]
2736,schistosoma mansoni : general,"[{'summary_text': ""schistosoma mansoni . he says it's a waterborne diseases . parasite : physiology""}]"
2737,paronychia : treatments,[{'summary_text': 'acute paronychia : treatments physiology - treatments - physiologies : treatment physiologic : prevention : interventions'}]
2738,mastocytosis : physiology,[{'summary_text': 'mastocytosis : physiology : causes physiologic : mechanisms physiologique . ephemeral mast : symptoms'}]
2739,intermittent claudication : symptoms,[{'summary_text': 'arterial claudication . symptoms include cyanosis atrophic changes . bronchitis : symptoms'}]
2740,cervical intraepithelial neoplasia : diagnosis,[{'summary_text': 'adenocarcinoma : diagnostic physiology : diagnose . ovarian cancer : diagnosis'}]
2741,disease : treatments,[{'summary_text': 'medical therapy|therapies or treatments . general : general . doctoral ephemera . physiology : treatments'}]
2742,coup contrecoup injury : physiology,[{'summary_text': 'coup injury : physiology : causes physiologic : mechanisms physiologique : treatments : symptoms : diagnosis : general'}]
2743,graft-versus-host disease : physiology,[{'summary_text': 'haematopoietic stem cell transplant . gvhd : pathophysiology : physiology'}]
2744,diabetic ketoacidosis : symptoms,"[{'summary_text': 'diabetic ketoacidosis . symptoms include nausea, vomiting, hypertension . symptomatic dehydration : physiology'}]"
2745,pyruvate dehydrogenase deficiency : treatments,[{'summary_text': 'pyruvate dehydrogenase complex . cns damage : treatments - treatments : prevention - interventions'}]
