,real_target,Prediction
2689,pyruvate dehydrogenase deficiency : diagnosis,[{'summary_text': 'pyruvate dehydrogenase deficiency'}]
2690,tinnitus : symptoms,[{'summary_text': 'tinnitus symptoms : symptoms of a fever '}]
2691,neuromyelitis optica : diagnosis,[{'summary_text': 'neuromyelitis optica : diagnosis . - s'}]
2692,peroxisomal disorder : general,[{'summary_text': 'peroxisomal disorder : a sympathetic '}]
2693,scoliosis : causes,[{'summary_text': 'scoliosis causes a disproportionate number of people '}]
2694,acute monocytic leukemia : diagnosis,[{'summary_text': 'acute monocytic leukemia : diagnosis . .'}]
2695,adiposis dolorosa : physiology,[{'summary_text': 'adiposis dolorosa : physio'}]
2696,coarctation of the aorta : treatments,[{'summary_text': 'coarctation of the aorta : treatments .'}]
2697,salla disease : general,[{'summary_text': 'salla disease is the most common disease in the u.s.'}]
2698,endocrine disease : general,[{'summary_text': 'endocrine disease is a common disease . it can affect'}]
2699,hookworm infection : diagnosis,[{'summary_text': 'hookworm infection is the most common infection in the u.s.'}]
2700,central nervous system disease : treatments,[{'summary_text': 'central nervous system disease is a disease characterized by a s'}]
2701,chronic kidney disease-mineral and bone disorder : general,[{'summary_text': 'chronic kidney disease-mineral and bone disorder : a .'}]
2702,dumping syndrome : diagnosis,[{'summary_text': 'dumping syndrome is the diagnosis of a symptom . .'}]
2703,conduction aphasia : causes,[{'summary_text': 'conduction aphasia : causes of disease .'}]
2704,argininemia : symptoms,[{'summary_text': 'arginininemia symptoms : symptoms . u.'}]
2705,lacrimal canaliculi : general,[{'summary_text': 'lacrimal canaliculi : a general . .'}]
2706,optic nerve hypoplasia : symptoms,[{'summary_text': 'optic nerve hypoplasia : symptoms of a coma'}]
2707,follicular dendritic cell sarcoma : treatments,[{'summary_text': 'follicular dendritic cell sarcoma '}]
2708,type iv hypersensitivity : general,[{'summary_text': 'type iv hypersensitivity : a general symptom .'}]
2709,hypophysitis : general,[{'summary_text': 'hypophysitis is a common disorder . it can cause'}]
2710,tick-borne encephalitis : symptoms,[{'summary_text': 'tick-borne encephalitis symptoms : symptoms . .'}]
2711,absence seizure : diagnosis,[{'summary_text': 'absence seizure : diagnosis . u.s. '}]
2712,lymphoma : diagnosis,[{'summary_text': 'lymphoma is a common disease . it can be diagnosed'}]
2713,dehydration : causes,[{'summary_text': 'dehydration : causes of a comorbidity '}]
2714,anterior compartment syndrome : diagnosis,[{'summary_text': 'anterior compartment syndrome asymptomatic . : 0 .'}]
2715,morquio syndrome : treatments,[{'summary_text': 'morquio syndrome is a chronic disease . it is thought to'}]
2716,ankylosing spondylitis : diagnosis,[{'summary_text': 'ankylosing spondylitis : diagnosis . '}]
2717,hypothermia : symptoms,[{'summary_text': 'hypothermia symptoms : symptoms of a coma '}]
2718,closed-head injury : symptoms,[{'summary_text': 'closed-head injury : symptoms of . traumatic brain injury '}]
2719,genu valgum : treatments,[{'summary_text': 'genu valgum is a treatment for cancer .'}]
2720,x-linked ichthyosis : treatments,[{'summary_text': 'x-linked ichthyosis : treatments '}]
2721,hyperaldosteronism : treatments,[{'summary_text': 'hyperaldosteronism is a chronic disease . it'}]
2722,keratoconjunctivitis : general,[{'summary_text': 'keratoconjunctivitis is the most common disorder'}]
2723,sarcopenia : physiology,[{'summary_text': 'sarcopenia : physiology . .'}]
2724,granuloma annulare : diagnosis,[{'summary_text': 'granuloma annulare : diagnosis . .'}]
2725,stanford–binet intelligence scales : general,[{'summary_text': 'stanford–binet intelligence scales reveals a general '}]
2726,food allergy : physiology,[{'summary_text': 'food allergy physiology : a symbiotic '}]
2727,ochronosis : symptoms,[{'summary_text': 'ochronosis symptoms : symptoms of op .'}]
2728,lesch–nyhan syndrome : treatments,[{'summary_text': 'lesch–nyhan syndrome is a chronic disease . it'}]
2729,pelvic inflammatory disease : symptoms,[{'summary_text': 'pelvic inflammatory disease . symptoms : symptoms . .'}]
2730,polymicrogyria : general,[{'summary_text': 'polymicrogyria : a symptom .'}]
2731,ingrown nail : treatments,[{'summary_text': 'ingrown nail treatments : treatments . uk dermatologist .'}]
2732,serum sickness : symptoms,[{'summary_text': 'serum sickness symptoms : symptoms of symptoms . a coma'}]
2733,hyperpigmentation : causes,[{'summary_text': 'hyperpigmentation : causes of a sclerosis .'}]
2734,paraplegia : general,[{'summary_text': 'paraplegia is a general general . it is unclear '}]
2735,median arcuate ligament syndrome : physiology,[{'summary_text': 'median arcuate ligament syndrome : physiology . .'}]
2736,schistosoma mansoni : general,[{'summary_text': 'schistosoma mansoni is the most popular .'}]
2737,paronychia : treatments,[{'summary_text': 'paronychia is a disease characterized by cancer .'}]
2738,mastocytosis : physiology,[{'summary_text': 'mastocytosis : physiology . el'}]
2739,intermittent claudication : symptoms,[{'summary_text': 'intermittent claudication : symptoms of . a .'}]
2740,cervical intraepithelial neoplasia : diagnosis,[{'summary_text': 'cervical intraepithelial neoplasia :'}]
2741,disease : treatments,[{'summary_text': 'disease is the treatment of a coma . el'}]
2742,coup contrecoup injury : physiology,[{'summary_text': 'coup contrecoup injury : physiology . scott '}]
2743,graft-versus-host disease : physiology,[{'summary_text': 'graft-versus-host disease : physiology .'}]
2744,diabetic ketoacidosis : symptoms,[{'summary_text': 'diabetic ketoacidosis . symptoms : symptoms .'}]
2745,pyruvate dehydrogenase deficiency : treatments,[{'summary_text': 'pyruvate dehydrogenase deficiency'}]
2746,hydrothorax : general,[{'summary_text': 'hydrothorax is a syringe-like '}]
2747,hypovolemia : treatments,[{'summary_text': 'hypovolemia is a chronic disease . it can cause a'}]
2748,thyroid disease : treatments,[{'summary_text': 'thyroid disease is a common disease . it can affect a person'}]
2749,myelofibrosis : causes,[{'summary_text': 'myelofibrosis causes a coma .'}]
2750,common carotid artery : symptoms,[{'summary_text': 'common carotid artery symptoms : symptoms . .'}]
2751,epidermolysis bullosa simplex : diagnosis,[{'summary_text': 'epidermolysis bullosa simplex : diagnosis '}]
2752,waterhouse–friderichsen syndrome : treatments,[{'summary_text': 'waterhouse–friderichsen syndrome : treatments .'}]
2753,lymphocytic choriomeningitis : general,[{'summary_text': 'lymphocytic choriomeningitis :'}]
2754,smoke inhalation : treatments,[{'summary_text': 'smoke inhalation treatments are available in u.s. .'}]
2755,sarcopenia : symptoms,[{'summary_text': 'sarcopenia : symptoms of sympathy'}]
2756,varicose veins : symptoms,[{'summary_text': 'varicose veins . symptoms : symptoms of .'}]
2757,sézary disease : diagnosis,[{'summary_text': 'sézary disease asymptomatic . sy'}]
2758,myoepithelioma of the head and neck : physiology,[{'summary_text': 'myoepithelioma of the head and neck .'}]
2759,exotropia : causes,[{'summary_text': 'exotropia is a chronic disease . it can cause'}]
2760,congenital adrenal hyperplasia : symptoms,[{'summary_text': 'congenital adrenal hyperplasia : symptoms . .'}]
2761,consumer behaviour : general,[{'summary_text': 'consumer behaviour : syst : general . '}]
2762,oculopharyngeal muscular dystrophy : treatments,[{'summary_text': 'oculopharyngeal muscular dystrophy : treatments'}]
2763,tracheoesophageal fistula : diagnosis,[{'summary_text': 'tracheoesophageal fistula :'}]
2764,carbamoyl phosphate synthetase i deficiency : treatments,[{'summary_text': 'carbamoyl phosphate synthetase '}]
2765,gestational hypertension : treatments,[{'summary_text': 'gestational hypertension : treatments . click here for more gest'}]
2766,korsakoff syndrome : symptoms,[{'summary_text': 'korsakoff syndrome . symptoms are not uncommon . '}]
2767,normal pressure hydrocephalus : symptoms,[{'summary_text': 'normal pressure hydrocephalus . symptoms : symptoms of .'}]
2768,acute hemorrhagic conjunctivitis : treatments,[{'summary_text': 'acute hemorrhagic conjunctivitis :'}]
2769,seborrheic keratosis : diagnosis,[{'summary_text': 'seborrheic keratosis : diagnosis '}]
2770,fetal resorption : general,[{'summary_text': 'fetal resorption is the most common symptom of a'}]
2771,erythromelalgia : causes,[{'summary_text': 'erythromelalgia : causes of disease .'}]
2772,stomach cancer : causes,[{'summary_text': 'stomach cancer is a major cause of a coma .'}]
2773,ataxia–telangiectasia : diagnosis,[{'summary_text': 'ataxia–telangiectasia : diagnosis .'}]
2774,congenital hyperinsulinism : diagnosis,[{'summary_text': 'congenital hyperinsulinism : diagnosis of . .'}]
2775,postpericardiotomy syndrome : treatments,[{'summary_text': 'postpericardiotomy syndrome is a chronic disease . '}]
2776,hypertriglyceridemia : general,[{'summary_text': 'hypertriglyceridemia : asymptomatic .'}]
2777,thiamine deficiency : general,[{'summary_text': 'thiamine deficiency : a . .'}]
2778,motion sickness : symptoms,[{'summary_text': 'motion sickness symptoms : symptoms of a coma . '}]
2779,placental disease : prevention,[{'summary_text': 'placental disease is a common disease . it is common to'}]
2780,pyloric stenosis : causes,[{'summary_text': 'pyloric stenosis : causes .'}]
2781,strongyloidiasis : treatments,[{'summary_text': 'strongyloidiasis is a chronic disease . '}]
2782,exocrine pancreatic insufficiency : symptoms,[{'summary_text': 'exocrine pancreatic insufficiency : symptoms'}]
2783,retinal vasculitis : symptoms,[{'summary_text': 'retinal vasculitis is a common condition . .'}]
2784,acrocallosal syndrome : general,[{'summary_text': 'acrocallosal syndrome : asymptomatic .'}]
2785,maple syrup urine disease : treatments,[{'summary_text': 'maple syrup urine disease : treatments . u.s. government'}]
2786,sex cord–gonadal stromal tumour : diagnosis,[{'summary_text': 'sex cord–gonadal stromal tumour : diagnosis'}]
2787,hair loss : physiology,[{'summary_text': 'hair loss a physiology : physio . .'}]
2788,mitral insufficiency : treatments,[{'summary_text': 'mitral insufficiency : treatments . u.'}]
2789,low back pain : physiology,[{'summary_text': 'low back pain physiology : physiotherapy . .'}]
2790,degenerative disc disease : physiology,[{'summary_text': 'the physiology of degenerative disc disease . : physio'}]
2791,minimal change disease : symptoms,[{'summary_text': 'minimal change disease symptoms : symptoms of the disease . : '}]
2792,atherosclerosis : physiology,[{'summary_text': 'atherosclerosis physiology : physiotherapy . '}]
2793,spinal and bulbar muscular atrophy : general,[{'summary_text': 'spinal and bulbar muscular atrophy is a common cause . '}]
2794,stage fright : treatments,[{'summary_text': 'stage fright . treatments are available in the uk .'}]
2795,developmental language disorder : general,[{'summary_text': 'developmental language disorder : a sympathetic disorder .'}]
2796,syphilis : prevention,[{'summary_text': 'syphilis is a serious disease . it can cause'}]
2797,premature atrial contraction : general,[{'summary_text': 'premature atrial contraction : cause of death . sys'}]
2798,mixed connective tissue disease : symptoms,[{'summary_text': 'mixed connective tissue disease . symptoms : symptoms of the disease '}]
2799,lymphangiosarcoma : general,[{'summary_text': 'lymphangiosarcoma : a symptom .'}]
2800,drowning : symptoms,[{'summary_text': 'drowning symptoms : symptoms of a traumatic brain disorder .'}]
2801,myeloid sarcoma : general,"[{'summary_text': ""myeloid sarcoma : 'it's""}]"
2802,lemierre's syndrome : general,"[{'summary_text': ""lemierre's syndrome : a symptom .""}]"
2803,neurosyphilis : treatments,[{'summary_text': 'neurosyphilis is a chronic disease . it can cause'}]
2804,aneurysm : diagnosis,[{'summary_text': 'aneurysm is a common disorder . it can cause'}]
2805,astrovirus : physiology,[{'summary_text': 'astrovirus physiology : physio . .'}]
2806,euphoria : general,[{'summary_text': 'euphoria is a syria'}]
2807,disease : prevention,[{'summary_text': 'the prevention of disease : a brief overview . click here for'}]
2808,relative energy deficiency in sport : general,[{'summary_text': 'relative energy deficiency in sport . u.s.'}]
2809,dystonia : causes,[{'summary_text': 'dystonia is a disorder characterized by sclerosis .'}]
2810,trilogy of fallot : treatments,[{'summary_text': 'trilogy of fallot . the treatments are available in the uk'}]
2811,adenoviridae : prevention,[{'summary_text': 'adenoviridae is a common disease . it'}]
2812,diabetic nephropathy : treatments,[{'summary_text': 'diabetic nephropathy : treatments . u.'}]
2813,spontaneous cerebrospinal fluid leak : physiology,[{'summary_text': 'spontaneous cerebrospinal fluid leak : physiology .'}]
2814,retrovirus : treatments,[{'summary_text': 'retrovirus treatments : treatments . click here for more information .'}]
2815,appetite : physiology,[{'summary_text': 'physiology of appetite : a symbiotic '}]
2816,trypanosomiasis : treatments,[{'summary_text': 'trypanosomiasis is a treatment for a '}]
2817,spasticity : general,[{'summary_text': 'spasticity is the most popular city in the world . .'}]
2818,basilar skull fracture : symptoms,[{'summary_text': 'basilar skull fracture . symptoms of a coma .'}]
2819,photosensitivity : general,[{'summary_text': 'photosensitivity : a systo . .'}]
2820,hypogonadism : diagnosis,[{'summary_text': 'hypogonadism is the diagnosis of a symptom '}]
2821,hypersensitivity : general,[{'summary_text': 'hypersensitivity : a sympathetic symptom .'}]
2822,neuromyelitis optica : general,[{'summary_text': 'neuromyelitis optica : a general symptom .'}]
2823,human orthopneumovirus : symptoms,[{'summary_text': 'human orthopneumovirus symptoms : symptoms . .'}]
2824,persistent hyperplastic primary vitreous : causes,[{'summary_text': 'persistent hyperplastic primary vitreous syndrome : causes . .'}]
2825,discoid lupus erythematosus : symptoms,[{'summary_text': 'discoid lupus erythematosus'}]
